176,673,12,25
176,667,13,25
176,661,13,25
178,656,11,23
178,652,12,22
179,645,13,24
180,641,13,23
181,637,13,23
182,633,13,23
183,630,14,22
184,626,14,23
185,623,14,22
187,619,14,23
188,616,14,22
189,613,14,22
190,608,14,25
192,609,13,21
193,606,14,21
195,603,14,21
196,601,14,21
198,598,14,23
199,596,14,22
201,594,14,22
203,593,14,21
204,590,14,23
205,589,15,22
207,588,15,22
209,587,15,21
210,586,15,22
212,583,15,23
213,582,15,24
215,581,15,24
216,581,16,23
217,580,16,23
219,579,16,23
220,577,16,25
221,577,17,24
222,577,18,25
223,577,18,25
225,577,18,25
227,577,17,25
228,577,17,26
229,577,17,26
231,578,17,25
232,578,18,25
234,579,17,25
235,579,17,26
237,579,17,26
238,580,17,25
239,580,17,26
240,580,17,26
241,581,18,26
242,581,18,27
243,582,18,27
244,583,18,27
245,584,18,26
246,584,18,28
247,586,18,27
248,587,18,26
249,589,18,26
250,590,18,26
251,590,17,27
251,592,18,27
251,592,19,28
252,593,19,28
254,595,17,27
255,598,17,26
256,599,17,27
256,601,18,26
257,602,18,28
259,601,17,29
260,603,16,26
262,604,15,28
263,605,15,27
264,607,15,27
263,608,16,29
265,609,15,28
263,610,19,30
266,611,17,31
267,612,16,31
269,614,16,31
270,616,15,31
268,619,19,32
268,621,20,34
268,623,21,34
270,625,20,35
271,627,20,35
272,629,20,36
273,632,20,36
274,635,19,37
274,637,20,39
275,640,20,39
275,641,19,40
275,644,20,39
275,645,21,42
276,648,20,43
277,650,19,43
277,652,20,45
276,655,21,45
274,657,23,47
276,660,21,48
276,662,21,49
273,664,24,51
272,666,25,52
274,669,23,53
274,671,23,54
272,673,25,56
271,675,26,58
272,678,25,58
272,679,24,60
272,682,24,61
271,685,25,61
268,685,28,64
267,687,29,66
267,689,28,67
266,690,28,68
264,691,29,70
263,692,29,72
260,693,31,73
257,693,32,75
256,694,32,76
254,694,32,77
251,694,33,79
248,694,34,79
246,693,33,82
242,692,35,83
239,692,35,84
236,691,35,85
233,690,35,86
230,688,35,88
226,687,36,89
223,685,36,90
220,683,37,91
217,681,36,92
215,678,36,94
212,676,37,95
208,674,39,96
205,671,39,96
201,669,41,95
201,665,40,97
196,662,43,100
193,659,43,102
192,657,43,102
188,655,46,103
186,655,47,101
184,653,47,103
182,652,47,103
180,651,49,104
178,650,52,104
176,648,53,105
175,648,54,105
175,647,54,106
174,645,55,108
174,644,54,108
174,643,55,111
175,643,55,112
175,643,57,114
177,644,56,114
177,644,57,114
180,646,56,113
181,646,57,116
185,646,55,116
186,647,56,119
188,648,56,120
191,648,56,123
192,650,58,125
196,652,55,127
195,654,59,129
197,656,60,130
201,658,57,130
204,660,57,134
205,663,59,136
210,665,56,136
212,668,56,141
214,670,57,142
216,673,58,144
218,676,57,146
221,679,57,150
223,685,58,149
225,687,57,153
227,689,58,156
228,692,59,158
231,696,59,162
234,699,59,164
234,702,61,166
237,705,61,170
239,708,62,172
240,711,64,175
241,714,65,178
244,716,64,184
244,720,67,186
246,722,68,193
247,725,69,194
249,729,69,196
250,732,71,200
251,734,72,204
250,738,75,206
254,740,73,208
256,742,74,212
257,745,74,217
258,746,76,222
259,747,77,225
259,749,79,229
260,750,79,230
261,751,81,236
261,752,82,239
262,753,83,240
264,753,82,243
264,753,83,245
265,753,83,246
265,753,85,246
267,752,83,252
267,751,84,251
266,750,87,252
265,748,89,252
266,746,88,251
265,743,89,254
265,740,89,252
265,737,89,250
264,734,91,248
264,730,90,244
270,725,84,242
264,720,90,241
265,716,88,236
264,711,88,234
266,706,86,229
266,700,85,227
270,695,80,222
271,689,79,219
270,684,79,214
272,678,76,210
272,673,75,206
273,668,74,201
273,662,73,196
273,657,72,190
274,652,71,185
274,646,70,182
274,641,70,178
276,636,67,173
277,630,66,169
278,626,64,164
279,619,64,160
280,614,63,156
282,608,62,152
284,602,60,149
285,598,60,145
287,593,58,143
290,589,56,140
291,585,56,136
293,581,56,134
295,578,54,132
297,574,54,130
299,571,54,127
302,569,52,123
303,564,52,122
306,561,50,121
308,557,50,119
310,555,49,115
312,550,49,115
315,547,48,113
316,542,49,113
318,539,47,111
320,536,47,110
322,531,48,109
322,528,47,108
325,526,46,105
324,521,49,105
327,518,46,104
328,514,47,102
329,512,47,101
330,508,48,101
332,504,47,101
333,502,47,100
335,499,47,101
337,496,48,99
338,493,47,100
340,491,49,99
343,488,48,100
345,488,48,99
347,486,47,97
349,484,48,97
352,483,48,97
354,482,48,97
357,480,48,99
359,480,49,98
362,478,49,100
363,478,50,99
367,477,50,100
369,478,51,100
371,478,51,99
374,477,51,102
377,478,51,101
379,478,53,102
381,478,53,103
384,479,53,103
386,480,54,103
388,480,54,105
390,481,55,105
390,483,57,106
393,484,56,107
394,485,57,108
396,487,57,108
396,489,58,108
396,491,60,108
397,492,60,109
397,494,61,111
396,496,62,110
396,498,63,111
395,498,63,112
394,499,65,114
395,502,64,112
394,503,64,113
393,503,65,117
393,505,65,115
392,506,65,116
390,507,67,117
390,508,66,118
389,509,67,119
388,510,67,120
387,511,68,121
385,513,70,121
384,515,70,121
382,516,72,122
380,516,72,125
378,518,73,125
376,519,73,126
373,520,75,127
370,523,75,126
368,523,74,127
364,524,75,128
361,527,73,126
358,527,71,129
354,528,71,129
351,528,82,131
347,531,70,129
343,531,68,131
340,533,67,130
336,534,67,130
332,534,66,132
328,536,67,130
324,537,65,130
321,537,64,130
318,537,62,130
314,538,63,129
312,538,59,128
307,538,60,128
303,537,60,127
300,537,59,126
296,536,58,125
293,535,57,124
291,533,56,123
288,532,55,121
286,530,54,120
284,527,53,122
281,526,53,119
280,523,52,117
278,520,51,116
276,517,50,116
274,514,50,116
273,511,49,113
271,507,49,113
269,503,49,113
267,499,49,111
265,495,49,111
264,490,46,110
262,485,47,110
260,482,47,106
259,476,46,107
257,471,45,106
257,466,42,106
255,461,43,102
252,457,44,101
251,453,44,98
249,447,44,99
248,442,43,99
247,439,42,97
245,436,43,95
244,431,42,96
243,428,42,94
242,424,42,93
241,421,42,92
241,418,40,91
240,416,41,90
239,414,41,90
239,154,123,347
238,410,39,88
239,408,39,87
238,406,39,87
240,404,37,87
243,402,33,86
242,401,35,84
242,400,35,83
241,398,35,83
241,398,35,83
241,396,36,83
242,395,35,81
243,394,33,80
244,393,33,79
244,392,34,78
245,391,34,77
245,389,35,78
247,389,34,76
247,388,35,75
248,387,34,75
249,386,34,75
251,385,32,73
252,384,32,73
254,385,31,71
255,384,31,71
256,384,31,71
257,382,31,71
259,383,30,68
260,384,30,67
261,385,30,65
263,385,30,64
264,385,30,63
265,385,29,64
267,386,29,63
268,385,29,64
270,385,29,62
271,385,28,63
273,385,27,63
274,385,28,63
276,385,27,62
278,385,27,61
281,385,25,60
282,385,25,61
283,385,26,61
284,384,26,60
286,383,24,60
288,381,23,60
288,381,24,58
290,380,24,58
291,378,25,59
292,377,25,58
294,376,24,58
295,376,24,58
296,375,25,57
298,373,24,58
299,373,26,57
300,372,25,56
301,371,25,56
303,371,23,56
304,370,25,56
305,370,25,55
307,369,24,56
308,369,24,55
309,370,25,53
310,369,24,54
311,368,25,54
312,367,25,54
314,368,24,52
315,367,23,53
316,367,24,53
317,366,24,54
318,366,23,53
319,366,24,53
320,366,23,52
321,366,23,52
322,366,23,52
322,366,24,52
322,366,24,52
323,366,24,52
324,366,24,52
324,367,24,52
325,367,24,52
325,367,24,52
325,368,25,51
326,368,24,51
326,369,25,51
326,370,26,51
327,370,25,51
327,370,26,52
326,371,26,51
327,371,26,52
326,372,26,52
326,373,26,51
326,374,27,51
325,374,27,52
325,375,27,53
325,377,27,52
324,378,28,52
324,379,29,53
323,381,29,53
323,382,29,54
323,384,28,53
322,385,29,54
322,387,29,54
321,389,30,54
321,390,30,55
321,392,29,54
320,394,31,56
319,396,32,56
319,398,33,57
320,400,32,57
318,403,34,58
318,406,34,58
317,408,37,59
318,412,36,59
319,414,33,60
319,418,35,61
319,421,37,62
319,426,37,62
321,429,36,64
322,434,37,64
322,439,37,64
323,442,38,67
324,448,39,68
324,453,40,68
327,459,38,69
328,464,38,71
327,470,40,72
326,476,42,74
327,482,43,74
326,488,44,76
325,496,45,77
325,502,46,78
324,509,47,80
323,516,47,83
321,523,49,86
318,531,50,88
315,540,51,90
314,547,50,93
310,556,52,96
306,565,52,98
301,574,54,100
296,583,54,103
291,593,56,106
285,603,57,108
277,614,59,110
271,625,59,112
263,634,61,119
256,646,61,120
248,657,62,124
240,669,62,128
230,679,64,132
219,692,66,134
209,704,68,138
199,716,69,139
188,726,72,143
176,738,75,147
163,749,76,147
148,759,81,149
134,768,86,152
120,776,90,156
104,786,96,157
89,793,101,162
76,801,104,164
62,808,110,162
49,816,113,162
37,822,116,163
26,828,120,162
17,833,123,161
7,839,127,158
0,841,126,158
0,844,123,153
0,849,117,148
0,851,113,145
0,853,110,140
0,855,108,134
0,856,106,131
0,857,104,126
0,858,104,121
0,859,104,117
0,860,105,110
0,861,106,107
0,860,107,104
0,860,110,101
0,859,111,97
2,859,113,92
9,859,109,87
16,858,106,84
22,859,104,76
28,857,103,74
36,856,99,69
43,855,98,66
52,853,94,61
61,851,92,57
70,849,88,52
79,845,86,50
88,841,85,48
99,836,80,46
110,831,75,44
119,825,75,42
130,818,70,40
142,813,69,39
152,805,66,39
163,797,63,41
173,791,61,38
183,784,59,40
194,777,56,40
204,769,53,40
