1689,779,52,123
1688,781,53,123
1688,783,52,123
1689,785,52,123
1686,787,54,124
1686,789,54,125
1687,791,53,125
1687,792,54,126
1689,794,53,124
1688,795,54,126
1688,796,55,127
1689,798,54,127
1689,799,55,127
1690,800,55,128
1690,803,53,126
1690,804,54,127
1690,805,55,127
1691,807,55,127
1693,808,56,128
1696,809,55,129
1698,810,55,129
1700,812,55,128
1701,814,54,128
1703,815,55,128
1704,818,56,127
1705,819,56,129
1706,821,56,128
1709,822,55,129
1710,824,55,128
1711,827,54,127
1711,827,59,130
1714,828,60,130
1717,830,54,128
1717,832,57,127
1720,834,58,128
1724,835,56,129
1724,837,55,128
1727,838,54,129
1728,840,54,129
1729,842,55,129
1732,844,56,129
1736,846,56,130
1739,849,53,128
1741,850,56,130
1740,852,60,130
1743,854,58,130
1746,855,57,131
1748,857,57,131
1749,858,58,131
1750,860,60,130
1752,861,59,132
1754,863,59,132
1756,865,60,132
1757,867,60,131
1760,869,58,130
1762,870,58,132
1764,871,57,132
1767,873,57,131
1770,875,56,131
1772,877,56,131
1774,878,56,131
1775,879,56,132
1777,881,58,131
1779,883,58,131
1782,884,58,133
1786,886,56,133
1787,888,57,132
1788,889,58,132
1792,891,57,132
1794,893,59,132
1797,894,57,132
1800,895,55,132
1801,896,56,133
1803,897,56,133
1804,900,56,132
1807,901,55,133
1807,902,58,133
1811,902,56,134
1813,903,56,134
1814,905,56,133
1815,906,58,133
1818,907,57,133
1819,909,56,133
1825,911,52,131
1823,912,58,133
1824,913,59,134
1826,915,59,134
1829,916,58,136
1831,919,57,136
1833,922,57,135
1835,925,57,134
1834,928,59,134
1837,931,58,135
1840,934,57,135
1841,937,57,137
1843,940,57,137
1842,943,60,137
1844,947,59,136
1844,952,59,135
1848,955,55,135
1847,959,58,136
1848,962,57,137
1848,967,58,136
1850,971,57,136
1850,976,58,136
1850,980,58,138
1852,985,57,137
1852,990,57,137
1852,995,59,137
1852,999,59,139
1852,1004,59,138
1852,1009,59,139
1852,1014,59,138
1852,1019,59,140
1852,1023,59,141
1851,1029,59,140
1850,1036,59,139
1850,1040,58,141
1849,1048,59,140
1848,1054,59,141
1846,1059,59,142
1846,1064,59,142
1844,1069,60,143
1847,1074,57,143
1845,1078,58,142
1844,1081,60,143
1845,1085,58,142
1844,1087,59,143
1844,1089,58,144
1844,1091,58,143
1843,1092,59,143
1844,1092,57,143
1843,1092,58,144
1844,1092,56,144
1843,1092,57,144
1842,1091,58,143
1842,1089,58,144
1842,1088,60,143
1843,1085,58,143
1843,1083,58,143
1843,1079,59,143
1844,1076,58,143
1843,1072,60,143
1843,1068,62,142
1843,1063,61,142
1844,1058,58,142
1845,1054,57,141
1844,1048,58,141
1844,1041,58,142
1845,1036,56,141
1845,1029,57,141
1847,1022,56,140
1848,1015,56,140
1848,1008,56,139
1849,1000,56,139
1850,992,55,138
1849,982,57,140
1850,975,56,138
1851,967,56,137
1853,959,56,137
1853,950,56,137
1854,942,58,136
1857,933,56,136
1856,924,58,136
1857,915,58,136
1859,906,60,136
1861,898,56,134
1862,888,56,134
1863,880,55,133
1865,872,55,132
1867,864,54,133
1868,855,58,133
1869,848,57,132
1871,840,56,132
1874,832,58,133
1876,826,55,132
1878,819,54,132
1879,813,54,132
1881,807,59,132
1883,801,59,131
1885,796,58,131
1886,790,58,131
1888,786,58,131
1892,781,57,131
1892,778,59,130
1894,774,61,131
1899,771,56,129
1901,768,57,130
1903,764,57,131
1904,762,58,131
1908,760,57,130
1911,758,57,130
1914,756,55,130
1916,756,55,129
1916,753,58,130
1918,751,58,131
1920,750,57,130
1921,748,56,131
1922,747,57,131
1923,746,57,131
1926,745,57,132
1927,745,57,131
1928,745,59,131
1929,745,59,131
1932,745,57,132
1932,744,57,131
1932,744,57,131
1934,744,54,129
1934,742,57,132
1936,743,54,130
1937,743,54,130
1937,743,54,130
1939,744,55,130
1940,746,56,132
1943,747,57,133
1945,750,58,131
1947,752,58,131
1949,754,58,131
1953,755,55,132
1955,757,56,133
1955,760,58,132
1958,763,58,132
1960,766,57,133
